Marca temporal,¿Cuántos años tenés?,,¿Cuál es tu género?,Me siento calmado,Me siento seguro,Estoy tenso,Estoy contrariado (malhumorado o disgustado),Me siento cómodo (estoy a gusto),Estoy preocupado ahora por posibles desgracias futuras,Me siento descansado,Me siento angustiado,Me siento confortable,Tengo confianza en mi mismo,Me siento nervioso,Estoy desasosegado (agitado e inquieto),Me siento muy “atado” (como oprimido),Estoy relajado,Me siento satisfecho,Estoy preocupado,Me siento aturdido y sobreexcitado,Me siento alegre,En este momento me siento bien
9/07/2021 9:03:45,Entre 15 y 18,,Mujer,Bastante (2),Mucho (3),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2)
9/07/2021 9:08:03,Más de 40,,Hombre,Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Nada (0),Mucho (3),Un poco (1),Mucho (3),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3)
9/07/2021 9:18:35,Entre 10 y 14,,Mujer,Bastante (2),Un poco (1),Un poco (1),Nada (0),Mucho (3),Bastante (2),Mucho (3),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Mucho (3),Mucho (3)
9/07/2021 10:04:30,Entre 10 y 14,,,Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Mucho (3),Bastante (2)
9/07/2021 10:05:54,Entre 19 y 25,,Mujer,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Nada (0),Bastante (2),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Bastante (2)
9/07/2021 10:18:34,Entre 15 y 18,,Hombre,Bastante (2),Mucho (3),Nada (0),Nada (0),Bastante (2),Nada (0),Mucho (3),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2)
9/07/2021 11:04:07,Entre 15 y 18,,Hombre,Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Nada (0),Bastante (2),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2)
9/07/2021 11:21:43,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Un poco (1)
9/07/2021 11:40:26,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Nada (0),Bastante (2),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Bastante (2)
9/07/2021 11:44:08,Más de 40,,Mujer,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Un poco (1)
9/07/2021 11:48:07,Entre 26 y 40,,Mujer,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Mucho (3),Mucho (3)
9/07/2021 11:54:18,Más de 40,,Hombre,Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1)
9/07/2021 12:03:06,Entre 19 y 25,,Mujer,Bastante (2),Un poco (1),Un poco (1),Nada (0),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Bastante (2),Nada (0),Mucho (3),Bastante (2)
9/07/2021 12:21:27,Más de 40,,Hombre,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Nada (0),Bastante (2),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
9/07/2021 12:26:26,Más de 40,,Mujer,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1)
9/07/2021 12:32:54,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Nada (0),Un poco (1),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Mucho (3),Mucho (3)
9/07/2021 12:39:06,Entre 10 y 14,,No binario,Un poco (1),Bastante (2),Mucho (3),Bastante (2),Un poco (1),Mucho (3),Nada (0),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Mucho (3),Nada (0),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Nada (0)
9/07/2021 12:53:27,Entre 10 y 14,,Mujer,Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2)
9/07/2021 12:54:19,Más de 40,,Hombre,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
9/07/2021 13:29:13,Más de 40,,Mujer,Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1)
9/07/2021 13:46:27,Entre 10 y 14,,Hombre,Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Un poco (1),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Bastante (2)
9/07/2021 13:56:22,Entre 26 y 40,,Hombre,Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
9/07/2021 14:10:27,Entre 15 y 18,,Hombre,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Nada (0),Mucho (3),Un poco (1),Un poco (1),Un poco (1)
9/07/2021 14:15:44,Entre 10 y 14,,Hombre,Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Mucho (3),Bastante (2),Nada (0),Un poco (1),Bastante (2),Nada (0),Un poco (1),Bastante (2),Un poco (1),Mucho (3),Nada (0),Un poco (1),Bastante (2),Mucho (3)
9/07/2021 14:56:01,Más de 40,,Mujer,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Un poco (1),Bastante (2)
9/07/2021 15:58:48,Entre 10 y 14,,Mujer,Bastante (2),Un poco (1),Nada (0),Nada (0),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Mucho (3)
9/07/2021 16:06:17,Entre 15 y 18,,Mujer,Nada (0),Un poco (1),Mucho (3),Mucho (3),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1)
9/07/2021 17:20:07,Entre 15 y 18,,Mujer,Nada (0),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0)
9/07/2021 17:42:03,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2)
9/07/2021 17:55:26,Entre 15 y 18,,Hombre,Bastante (2),Un poco (1),Un poco (1),Nada (0),Mucho (3),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Mucho (3)
9/07/2021 18:37:01,Entre 15 y 18,,Mujer,Un poco (1),Un poco (1),Nada (0),Nada (0),Mucho (3),Un poco (1),Bastante (2),Nada (0),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Mucho (3),Mucho (3)
9/07/2021 19:12:40,Entre 10 y 14,,Hombre,Mucho (3),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Mucho (3),Bastante (2),Un poco (1),Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Mucho (3)
9/07/2021 19:29:44,Entre 10 y 14,,Mujer,Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Mucho (3),Un poco (1),Nada (0),Nada (0),Nada (0),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Nada (0)
9/07/2021 19:33:40,Más de 40,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Mucho (3),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3)
9/07/2021 19:45:56,Entre 15 y 18,,Hombre,Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2)
9/07/2021 19:49:18,Entre 15 y 18,,Hombre,Un poco (1),Mucho (3),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Mucho (3),Nada (0),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Mucho (3)
9/07/2021 20:19:57,Entre 10 y 14,,Hombre,Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Mucho (3),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2)
9/07/2021 21:17:25,Más de 40,,Mujer,Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Nada (0),Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Bastante (2)
9/07/2021 21:19:28,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1)
9/07/2021 21:37:08,Entre 10 y 14,,Mujer,Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Un poco (1),Bastante (2),Nada (0),Bastante (2),Un poco (1),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
9/07/2021 22:09:05,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Un poco (1),Nada (0),Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Nada (0),Bastante (2),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3)
9/07/2021 22:16:37,Entre 15 y 18,,Hombre,Bastante (2),Mucho (3),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Nada (0),Bastante (2),Nada (0),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1)
9/07/2021 23:36:23,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Nada (0),Un poco (1),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Un poco (1),Un poco (1),Nada (0),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2)
10/07/2021 0:46:41,Entre 10 y 14,,Hombre,Mucho (3),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Mucho (3),Bastante (2),Un poco (1),Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Mucho (3)
10/07/2021 0:52:37,Entre 10 y 14,,Mujer,Mucho (3),Bastante (2),Nada (0),Nada (0),Mucho (3),Un poco (1),Nada (0),Nada (0),Bastante (2),Mucho (3),Nada (0),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Mucho (3),Mucho (3)
10/07/2021 2:06:23,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Nada (0),Mucho (3),Nada (0),Un poco (1),Un poco (1),Nada (0),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2)
10/07/2021 2:06:37,Entre 15 y 18,,Macho Sigma,Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0),Mucho (3),Mucho (3),Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0)
10/07/2021 13:01:14,Entre 10 y 14,,Hombre,Un poco (1),Mucho (3),Bastante (2),Nada (0),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Un poco (1),Bastante (2),Mucho (3)
10/07/2021 14:18:44,Entre 15 y 18,,Hombre,Bastante (2),Un poco (1),Bastante (2),Nada (0),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Mucho (3),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1)
10/07/2021 16:32:55,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Nada (0),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Nada (0),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1)
10/07/2021 17:44:32,Entre 10 y 14,,Hombre,Mucho (3),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Mucho (3),Bastante (2),Un poco (1),Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Mucho (3)
10/07/2021 18:13:09,Entre 10 y 14,,Mujer,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
10/07/2021 18:42:04,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Bastante (2)
10/07/2021 19:36:55,Entre 10 y 14,,Mujer,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Bastante (2),Nada (0),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Bastante (2),Nada (0),Bastante (2),Bastante (2)
10/07/2021 23:40:53,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Nada (0),Mucho (3),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Mucho (3),Bastante (2),Un poco (1)
11/07/2021 0:00:40,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1),Mucho (3),Nada (0),Mucho (3),Un poco (1),Un poco (1),Nada (0),Nada (0),Mucho (3),Mucho (3),Un poco (1),Mucho (3),Mucho (3),Mucho (3)
11/07/2021 0:06:52,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1)
11/07/2021 1:29:22,Entre 10 y 14,,Hombre,Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Bastante (2),Bastante (2)
11/07/2021 2:00:50,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Nada (0),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1)
11/07/2021 3:04:18,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Bastante (2),Mucho (3),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Bastante (2)
11/07/2021 10:40:08,Entre 15 y 18,,Hombre,Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Mucho (3),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2),Bastante (2)
11/07/2021 11:15:32,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Nada (0),Nada (0),Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Mucho (3)
11/07/2021 11:33:22,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Nada (0),Nada (0),Mucho (3),Un poco (1),Mucho (3),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Bastante (2),Mucho (3)
11/07/2021 14:25:48,Entre 10 y 14,,Hombre,Mucho (3),Mucho (3),Un poco (1),Nada (0),Mucho (3),Un poco (1),Bastante (2),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Mucho (3),Mucho (3)
11/07/2021 14:58:48,Entre 10 y 14,,Hombre,Nada (0),Bastante (2),Bastante (2),Nada (0),Bastante (2),Nada (0),Mucho (3),Nada (0),Bastante (2),Bastante (2),Un poco (1),Bastante (2),Nada (0),Un poco (1),Bastante (2),Nada (0),Bastante (2),Bastante (2),Bastante (2)
11/07/2021 16:03:13,Entre 10 y 14,,Hombre,Mucho (3),Mucho (3),Nada (0),Nada (0),Bastante (2),Un poco (1),Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Bastante (2),Mucho (3)
11/07/2021 16:14:41,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Bastante (2),Bastante (2),Nada (0),Un poco (1),Nada (0),Bastante (2),Nada (0),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Un poco (1)
11/07/2021 16:41:19,Entre 10 y 14,,Mujer,Bastante (2),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Mucho (3),Nada (0),Un poco (1),Bastante (2),Mucho (3)
11/07/2021 16:54:16,Entre 10 y 14,,,Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1)
11/07/2021 17:18:09,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2)
11/07/2021 18:24:14,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Un poco (1),Un poco (1),Mucho (3),Nada (0),Bastante (2),Nada (0),Bastante (2),Mucho (3),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Mucho (3)
11/07/2021 19:01:52,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Un poco (1),Nada (0),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Nada (0),Un poco (1),Mucho (3),Mucho (3)
11/07/2021 19:16:37,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Nada (0),Nada (0),Bastante (2),Un poco (1),Bastante (2),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Nada (0),Bastante (2),Mucho (3)
11/07/2021 19:51:23,Entre 10 y 14,,Mujer,Bastante (2),Bastante (2),Nada (0),Nada (0),Mucho (3),Nada (0),Mucho (3),Nada (0),Nada (0),Mucho (3),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Mucho (3)
11/07/2021 19:52:28,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Mucho (3),Un poco (1),Nada (0),Mucho (3),Bastante (2),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
11/07/2021 20:06:07,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Un poco (1),Nada (0),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Bastante (2),Un poco (1)
11/07/2021 20:42:44,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1),Nada (0),Nada (0),Mucho (3),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Mucho (3),Un poco (1),Bastante (2),Bastante (2)
11/07/2021 21:20:14,Entre 10 y 14,,Hombre,Bastante (2),Bastante (2),Nada (0),Nada (0),Mucho (3),Nada (0),Mucho (3),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Mucho (3),Bastante (2),Nada (0),Nada (0),Mucho (3),Mucho (3)
11/07/2021 21:28:46,Entre 10 y 14,,Mujer,Nada (0),Un poco (1),Nada (0),Nada (0),Un poco (1),Nada (0),Un poco (1),Nada (0),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Un poco (1),Un poco (1)
11/07/2021 22:21:07,Entre 10 y 14,,Mujer,Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Nada (0),Nada (0),Un poco (1),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
11/07/2021 22:24:44,Entre 10 y 14,,Hombre,Mucho (3),Mucho (3),Nada (0),Nada (0),Mucho (3),Un poco (1),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Nada (0),Mucho (3),Mucho (3),Nada (0),Mucho (3),Bastante (2),Mucho (3)
11/07/2021 22:40:56,Más de 40,,Mujer,Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Un poco (1),Bastante (2),Un poco (1),Bastante (2),Un poco (1),Nada (0),Bastante (2)
12/07/2021 6:48:14,Entre 19 y 25,,Hombre,Un poco (1),Un poco (1),Mucho (3),Un poco (1),Bastante (2),Nada (0),Nada (0),Nada (0),Bastante (2),Bastante (2),Bastante (2),Nada (0),Nada (0),Un poco (1),Bastante (2),Nada (0),Nada (0),Un poco (1),Un poco (1)
12/07/2021 7:55:07,Entre 10 y 14,,Mujer,Nada (0),Bastante (2),Mucho (3),Mucho (3),Un poco (1),Mucho (3),Nada (0),Mucho (3),Un poco (1),Bastante (2),Mucho (3),Bastante (2),Bastante (2),Nada (0),Bastante (2),Mucho (3),Un poco (1),Un poco (1),Un poco (1)
12/07/2021 7:59:40,Entre 10 y 14,,Hombre,Un poco (1),Bastante (2),Nada (0),Nada (0),Bastante (2),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Un poco (1),Nada (0),Bastante (2),Bastante (2),Nada (0),Nada (0),Mucho (3),Bastante (2)
12/07/2021 8:02:29,Entre 10 y 14,,Hombre,Bastante (2),Mucho (3),Un poco (1),Nada (0),Mucho (3),Un poco (1),Nada (0),Nada (0),Bastante (2),Bastante (2),Nada (0),Un poco (1),Un poco (1),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Bastante (2),Bastante (2)
12/07/2021 8:05:59,Entre 10 y 14,,Mujer,Un poco (1),Bastante (2),Nada (0),Nada (0),Bastante (2),Bastante (2),Un poco (1),Un poco (1),Mucho (3),Un poco (1),Un poco (1),Nada (0),Nada (0),Bastante (2),Mucho (3),Un poco (1),Nada (0),Bastante (2),Bastante (2)
